Marca temporal,Código del niño o de la niña:,Escala de Habilidades Sociales [Es cooperativo/a],Escala de Habilidades Sociales [Juega con diferentes niñas/os],"Escala de Habilidades Sociales [Intenta comprender el comportamiento de otro niño/a (""¿por qué llorás?"")]",Escala de Habilidades Sociales [Sigue las instrucciones de los adultos],Escala de Habilidades Sociales [Hace amigos/as fácilmente],"Escala de Habilidades Sociales [Defiende los derechos de otras niñas/os (""¡esto es de ella/él!"")]",Escala de Habilidades Sociales [Arregla su desorden cuando se lo piden],Escala de Habilidades Sociales [Consuela a otros niños/as cuando están molestos/as],Escala de Habilidades Sociales [Sigue las reglas],Escala de Habilidades Sociales [Invita a otros niños/as a jugar],Escala de Habilidades Sociales [Busca consuelo de los adultos cuando se hace daño],Escala de Habilidades Sociales [Comparte juguetes u otras pertenencias],Escala de Habilidades Sociales [Es seguro/a en situaciones sociales],Escala de Habilidades Sociales [Negocia con sus compañeras/os cuando es apropiado],Escala de Habilidades Sociales [Intercambia juguetes u otros objetos],"Escala de Habilidades Sociales [Es sensible a los problemas de los adultos (""¿estás triste?"")]",Escala de Habilidades Sociales [Reacciona de forma apropiada cuando le corrigen],Escala de Habilidades Sociales [Demuestra afecto a otros niños/as],Escala de Habilidades Sociales [Es invitado/a por otras niñas/os para jugar],Escala de Problemas de Conducta [Actúa impulsivamente y sin pensar],Escala de Problemas de Conducta [Se apega a los padres o cuidadores],Escala de Problemas de Conducta [Se burla de otros niños/as],Escala de Problemas de Conducta [Es nerviosa/o o tensa/o],Escala de Problemas de Conducta [Hace alborotos que molestan a los demás],Escala de Problemas de Conducta [Parece triste o deprimido/a],Escala de Problemas de Conducta [Tiene arranques de enojo o berrinches],"Escala de Problemas de Conducta [Se apega a su maestra en las situaciones nuevas (ej. salidas, paseos)]","Escala de Problemas de Conducta [Es agresivo/a físicamente (pega, patea, empuja)]",Escala de Problemas de Conducta [Parece sentir que nadie lo/a quiere],Escala de Problemas de Conducta [Le quita cosas a otras niñas/os],Escala de Problemas de Conducta [Tiene dificultades para hacer amigos/as],Escala de Problemas de Conducta [Desobedece las reglas],Escala de Problemas de Conducta [Prefiere estar sola/o que con otros/as],"Escala de Problemas de Conducta [Es muy activo/a, no puede quedarse quieto/a]",Escala de Problemas de Conducta [Parece sentir que tiene que ser perfecto/a],Escala de Problemas de Conducta [Intenta vengarse de los/as demás],Escala de Problemas de Conducta [Parece sentirse culpable por cualquier cosa],Escala de Problemas de Conducta [Es inquieto/a],Escala de Problemas de Conducta [Dice sentirse enfermo/a cuando está molesto/a o asustado/a],Escala de Problemas de Conducta [Perturba las actividades que se están desarrollando],Escala de Problemas de Conducta [Es tímido/a],"Escala de Problemas de Conducta [Es provocado/a fácilmente, tiene poca paciencia]",Escala de Problemas de Conducta [Molesta a otros niños/as]
7/08/2024 20:35:03,54,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca
7/08/2024 20:33:15,77,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Raramente,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Algunas veces,Nunca,Raramente,Nunca,Nunca
7/08/2024 20:31:13,15,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca
7/08/2024 20:29:33,19,Raramente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Raramente,Algunas veces,Raramente,Algunas veces,Frecuentemente,Raramente,Raramente,Nunca,Raramente,Nunca,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Nunca,Algunas veces,Frecuentemente,Nunca,Frecuentemente,Raramente,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Algunas veces,Raramente,Algunas veces,Nunca,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Raramente,Frecuentemente,Algunas veces
7/08/2024 20:26:47,88,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Nunca,Frecuentemente,Algunas veces,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Nunca
7/08/2024 20:25:06,6,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Algunas veces,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Nunca
7/08/2024 20:23:28,32,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Nunca,Algunas veces,Raramente,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Raramente,Nunca,Raramente,Nunca,Raramente,Nunca,Nunca,Nunca,Raramente,Raramente,Nunca,Raramente,Raramente,Nunca
7/08/2024 20:21:17,20,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Raramente,Nunca,Nunca
7/08/2024 20:19:38,27,Raramente,Frecuentemente,Raramente,Raramente,Algunas veces,Raramente,Raramente,Raramente,Raramente,Algunas veces,Nunca,Raramente,Algunas veces,Nunca,Nunca,Nunca,Frecuentemente,Algunas veces,Frecuentemente,Nunca,Raramente,Nunca,Nunca,Raramente,Nunca,Nunca,Raramente,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Raramente,Frecuentemente,Nunca,Algunas veces
7/08/2024 20:17:14,90,Raramente,Raramente,Nunca,Frecuentemente,Raramente,Nunca,Frecuentemente,Nunca,Raramente,Raramente,Algunas veces,Frecuentemente,Algunas veces,Raramente,Algunas veces,Nunca,Algunas veces,Algunas veces,Frecuentemente,Nunca,Algunas veces,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Algunas veces,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca
7/08/2024 20:14:22,76,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Raramente,Nunca,Nunca,Raramente,Raramente,Nunca,Raramente,Nunca,Raramente,Nunca,Raramente,Raramente,Nunca,Nunca,Raramente,Nunca,Raramente,Raramente,Nunca,Nunca
7/08/2024 20:06:15,25,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Nunca,Raramente,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Algunas veces,Nunca,Nunca,Frecuentemente,Algunas veces,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Raramente,Raramente,Algunas veces,Nunca,Raramente
7/08/2024 20:00:21,80,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Raramente,Raramente,Raramente,Raramente,Raramente,Raramente,Frecuentemente,Raramente,Raramente,Raramente,Raramente,Algunas veces,Algunas veces,Nunca,Raramente,Raramente,Frecuentemente,Nunca,Nunca,Nunca,Raramente,Raramente,Frecuentemente,Nunca,Nunca,Algunas veces,Raramente,Nunca,Raramente,Algunas veces,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Algunas veces,Nunca
7/08/2024 19:56:02,7,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Frecuentemente,Nunca,Nunca
2/08/2024 13:47:05,26,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Raramente,Algunas veces,Algunas veces,Raramente,Algunas veces,Nunca,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Algunas veces,Algunas veces,Nunca,Nunca
2/08/2024 13:44:19,45,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Raramente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Nunca,Raramente,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Algunas veces
2/08/2024 13:39:40,75,Frecuentemente,Raramente,Raramente,Frecuentemente,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Nunca,Nunca,Algunas veces,Raramente,Frecuentemente,Raramente,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Raramente,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Nunca
2/08/2024 13:31:25,17,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Nunca,Raramente,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Algunas veces,Nunca,Raramente,Nunca,Nunca,Nunca,Algunas veces,Nunca,Raramente,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Nunca
2/08/2024 13:26:29,38,Algunas veces,Algunas veces,Raramente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Raramente,Algunas veces,Nunca,Frecuentemente,Algunas veces,Algunas veces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Raramente,Nunca,Raramente,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca
2/08/2024 13:18:28,82,Frecuentemente,Raramente,Raramente,Frecuentemente,Algunas veces,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Raramente,Algunas veces,Raramente,Frecuentemente,Raramente,Algunas veces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Nunca
2/08/2024 13:15:52,70,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Nunca,Raramente,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Frecuentemente,Raramente,Nunca,Frecuentemente
2/08/2024 8:20:47,55,Frecuentemente,Raramente,Nunca,Frecuentemente,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Raramente,Raramente,Algunas veces,Algunas veces,Raramente,Algunas veces,Nunca,Frecuentemente,Raramente,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Raramente,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca
2/08/2024 8:17:15,37,Raramente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Raramente,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Raramente,Raramente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Algunas veces,Nunca,Raramente,Raramente,Nunca,Nunca,Frecuentemente,Nunca,Nunca
2/08/2024 8:11:28,92,Algunas veces,Raramente,Raramente,Frecuentemente,Raramente,Raramente,Frecuentemente,Raramente,Frecuentemente,Raramente,Algunas veces,Algunas veces,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Raramente,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Raramente,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Raramente,Nunca,Algunas veces,Nunca,Raramente,Nunca,Raramente,Nunca,Frecuentemente,Nunca,Nunca
2/08/2024 8:06:22,40,Raramente,Frecuentemente,Nunca,Algunas veces,Frecuentemente,Raramente,Frecuentemente,Nunca,Algunas veces,Frecuentemente,Raramente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Nunca,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Raramente,Algunas veces,Algunas veces,Frecuentemente,Nunca,Raramente,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Algunas veces
2/08/2024 7:17:48,2,Frecuentemente,Raramente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Raramente,Raramente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca
1/08/2024 19:13:35,12,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Raramente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Nunca,Nunca,Nunca,Raramente,Nunca,Frecuentemente,Nunca,Frecuentemente,Raramente,Raramente,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Algunas veces,Algunas veces
1/08/2024 18:57:58,97,Frecuentemente,Raramente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Raramente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Raramente,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente
1/08/2024 18:54:20,30,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Raramente,Raramente,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Raramente,Frecuentemente,Raramente,Algunas veces,Frecuentemente,Frecuentemente,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Raramente,Nunca,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente
1/08/2024 18:51:00,78,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Nunca,Raramente,Raramente,Raramente,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Algunas veces,Nunca,Raramente,Frecuentemente,Nunca,Nunca,Nunca,Nunca,Nunca
1/08/2024 18:47:20,96,Raramente,Algunas veces,Nunca,Frecuentemente,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Algunas veces,Nunca,Frecuentemente,Raramente,Algunas veces,Nunca,Nunca,Raramente,Nunca,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Algunas veces,Nunca,Raramente,Raramente,Nunca,Nunca,Raramente,Nunca,Nunca,Frecuentemente,Nunca,Nunca
1/08/2024 18:44:16,41,Nunca,Algunas veces,Nunca,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Algunas veces,Nunca,Raramente,Nunca,Nunca,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Nunca,Frecuentemente,Nunca,Frecuentemente,Raramente,Frecuentemente,Nunca,Frecuentemente,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Raramente,Frecuentemente,Frecuentemente
1/08/2024 18:41:10,47,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Algunas veces,Raramente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Raramente,Algunas veces,Frecuentemente,Algunas veces,Nunca,Algunas veces,Algunas veces,Frecuentemente,Raramente,Frecuentemente,Nunca,Raramente,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Frecuentemente,Frecuentemente,Raramente,Raramente,Frecuentemente,Nunca,Frecuentemente,Nunca,Frecuentemente,Frecuentemente
1/08/2024 18:28:14,1,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Nunca,Nunca,Nunca,Raramente,Algunas veces,Raramente,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Raramente,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Nunca,Nunca,Nunca,Raramente,Raramente
1/08/2024 18:21:34,84,Nunca,Frecuentemente,Nunca,Algunas veces,Frecuentemente,Nunca,Algunas veces,Nunca,Raramente,Algunas veces,Nunca,Raramente,Algunas veces,Nunca,Raramente,Nunca,Nunca,Raramente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Algunas veces,Frecuentemente,Raramente,Algunas veces,Nunca,Raramente,Nunca,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Algunas veces,Raramente,Frecuentemente,Nunca,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente
24/07/2024 23:43:29,14,Algunas veces,Algunas veces,Raramente,Frecuentemente,Algunas veces,Nunca,Algunas veces,Nunca,Frecuentemente,Nunca,Algunas veces,Algunas veces,Nunca,Raramente,Algunas veces,Nunca,Frecuentemente,Algunas veces,Algunas veces,Nunca,Frecuentemente,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Algunas veces,Nunca,Nunca,Nunca,Raramente,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Nunca
24/07/2024 23:40:38,46,Algunas veces,Frecuentemente,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Algunas veces,Frecuentemente,Frecuentemente,Raramente,Frecuentemente,Nunca,Algunas veces,Raramente,Raramente,Raramente,Frecuentemente,Nunca,Raramente,Nunca,Nunca,Nunca,Nunca,Raramente,Raramente,Nunca,Nunca,Raramente,Raramente,Nunca,Frecuentemente,Raramente,Raramente
24/07/2024 23:38:10,72,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Raramente,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Nunca,Algunas veces,Nunca,Nunca,Frecuentemente,Raramente,Frecuentemente,Nunca,Algunas veces,Nunca,Algunas veces,Frecuentemente,Frecuentemente,Frecuentemente,Frecuentemente,Nunca,Nunca,Nunca,Frecuentemente,Nunca,Frecuentemente,Nunca,Nunca,Nunca
