ID,Tipo de actividad,Ciclo,NXLSX,DXLSX
BB14,Dibujo/pintura,08_03_01,08_03_01_BB14_JIN.xlsx,08_03_01_BBD3_JDA.xlsx
BB15,Exposición docente,08_03_02,08_03_02_BB15_ZVT.xlsx,08_03_02_BBD3_JIN.xlsx
BB03,Exposición docente,08_03_03,08_03_03_BB03_ZVT.xlsx,08_03_03_BBD3_JIN.xlsx
BA202,Juego con números,08_04_01,08_04_01_BA202_MAC.xlsx,08_04_01_BA2D_JIN.xlsx
BA203,Juego con números,08_04_01,08_04_01_BA203_GP.xlsx,08_04_01_BA2D_JIN.xlsx
BA201,Juego con números,08_04_02,08_04_02_BA201_JIN.xlsx,08_04_02_BA2D_GP.xlsx
BA202,Exposición docente,08_04_03,08_04_03_BA202_GP.xlsx,08_04_03_AB2D_JIN.xlsx
BA204,Exposición docente,08_04_03,08_04_03_BA204_MAC.xlsx,08_04_03_AB2D_JIN.xlsx
BA203,Juego con números,08_04_04,08_04_04_BA203_JIN.xlsx,08_04_04_BA2D_MAC.xlsx
BA204,Exposición docente,08_04_05,08_04_05_BA204_JIN.xlsx,08_04_05_BA2D_GP.xlsx
BA202,Juego libre,08_04_06,08_04_06_BA202_MAC.xlsx,08_04_06_BA2D_JIN.xlsx
BA205,Juego libre,08_04_06,08_04_06_BA205_GP.xlsx,08_04_06_BA2D_JIN.xlsx
BA203,Lectoescritura,08_04_07,08_04_07_BA203_JIN.xlsx,08_04_07_BA2D_MAC.xlsx
BA204,Juego libre,08_04_07,08_04_07_BA204_GP.xlsx,08_04_07_BA2D_MAC.xlsx
AB101,Exposición docente,08_08_01,08_08_01_AB101_JIN.xlsx,08_08_01_AB1D_JDA.xlsx
AB103,Lectoescritura,08_08_02,08_08_02_AB103_MAC.xlsx,08_08_02_AB1D_JIN.xlsx
AB109,Lectoescritura,08_08_02,08_08_02_AB109_JDA.xlsx,08_08_02_AB1D_JIN.xlsx
AB109,Juego con números,08_08_03,08_08_03_AB109_JIN.xlsx,08_08_03_AB1D_MAC.xlsx
AB110,Juego con números,08_08_03,08_08_03_AB110_JDA.xlsx,08_08_03_AB1D_MAC.xlsx
AB106,Exposición docente,08_08_04,08_08_04_AB106_JIN.xlsx,08_08_04_AB1D_JDA.xlsx
AB109,Exposición docente,08_08_04,08_08_04_AB109_MAC.xlsx,08_08_04_AB1D_JDA.xlsx
AB201,Juego libre,08_08_05,08_08_05_AB201_JDA.xlsx,08_08_05_AB2D2_JIN.xlsx
AB204,Juego libre,08_08_05,08_08_05_AB204_MAC.xlsx,08_08_05_AB2D2_JIN.xlsx
AB205,Juego libre,08_08_06,08_08_06_AB205_JDA.xlsx,08_08_06_AB2D2_JIN.xlsx
AB206,Juego libre,08_08_06,08_08_06_AB206_MAC.xlsx,08_08_06_AB2D2_JIN.xlsx
AB203,Juego libre,08_08_07,08_08_07_AB203_MAC.xlsx,08_08_07_AB2D2_JIN.xlsx
AB204,Juego libre,08_08_07,08_08_07_AB204_JDA.xlsx,08_08_07_AB2D2_JIN.xlsx
AA102,Dibujo/pintura,08_09_01,08_09_01_AA102_MAC.xlsx,08_09_01_AA1D_JIN.xlsx
AA105,Dibujo/pintura,08_09_01,08_09_01_AA105_ZVT.xlsx,08_09_01_AA1D_JIN.xlsx
AA103,Juego libre,08_09_02,08_09_02_AA103_JIN.xlsx,08_09_02_AA1D_ZVT.xlsx
AA105,Juego libre,08_09_02,08_09_02_AA105_MAC.xlsx,08_09_02_AA1D_ZVT.xlsx
AA102,Exposición docente,08_09_03,08_09_03_AA102_ZVT.xlsx,08_09_03_AA1D_MAC.xlsx
AA104,Exposición docente,08_09_03,08_09_03_AA104_JIN.xlsx,08_09_03_AA1D_MAC.xlsx
AA106,Exposición docente,08_09_04,08_09_04_AA106_MAC.xlsx,08_09_04_AA1D_JIN.xlsx
AA108,Exposición docente,08_09_04,08_09_04_AA108_ZVT.xlsx,08_09_04_AA1D_JIN.xlsx
BB02,Exposición docente,08_10_01,08_10_01_BB02_JDA.xlsx,08_10_01_BBD_JIN.xlsx
BB06,Exposición docente,08_10_01,08_10_01_BB06_GP.xlsx,08_10_01_BBD_JIN.xlsx
BB04,Exposición docente,08_10_02,08_10_02_BB04_JIN.xlsx,08_10_02_BBD_GP.xlsx
BB11,Exposición docente,08_10_03,08_10_03_BB11_GP.xlsx,08_10_03_BBD_JIN.xlsx
BB12,Exposición docente,08_10_04,08_10_04_BB12_JIN.xlsx,08_10_04_BBD_GP.xlsx
BB14,Exposición docente,08_10_05,08_10_05_BB14_GP.xlsx,08_10_05_BBD_JIN.xlsx
BB07,Dibujo/pintura,08_10_06,08_10_06_BB07_JIN.xlsx,08_10_06_BBD_GP.xlsx
BB16,Dibujo/pintura,08_10_07,08_10_07_BB16_GP.xlsx,08_10_07_BBD_JIN.xlsx
BB01,Dibujo/pintura,08_10_08,08_10_08_BB01_JIN.xlsx,08_10_08_BBD_GP.xlsx
BB09,Juego libre,08_10_09,08_10_09_BB09_GP.xlsx,08_10_09_BBD_JIN.xlsx
BB07,Juego libre,08_10_10,08_10_10_BB07_JDA.xlsx,08_10_10_BBD_JIN.xlsx
BB13,Juego libre,08_10_10,08_10_10_BB13_GP.xlsx,08_10_10_BBD_JIN.xlsx
BB15,Juego libre,08_10_11,08_10_11_BB15_GP.xlsx,08_10_11_BBD_JIN.xlsx
BB16,Juego libre,08_10_11,08_10_11_BB16_JDA.xlsx,08_10_11_BBD_JIN.xlsx
BA201,Juego libre,08_11_01,08_11_01_BA201_GP.xlsx,08_11_01_BA2D2_JIN.xlsx
BA202,Juego libre,08_11_02,08_11_02_BA202_GP.xlsx,08_11_02_BA2D2_JIN.xlsx
BA205,Juego libre,08_11_03,08_11_03_BA205_JIN.xlsx,08_11_03_BA2D2_GP.xlsx
BA203,Juego libre,08_11_04,08_11_04_BA203_JIN.xlsx,08_11_04_BA2D2_GP.xlsx
BA101,Exposición docente,08_11_05,08_11_05_BA101_GP.xlsx,08_11_05_BA1D_JIN.xlsx
BA104,Exposición docente,08_11_06,08_11_06_BA104_JIN.xlsx,08_11_06_BA1D_GP.xlsx
BA101,Dibujo/pintura,08_11_07,08_11_07_BA101_JIN.xlsx,08_11_07_BA1D_GP.xlsx
BA104,Exposición docente,08_11_08,08_11_08_BA104_GP.xlsx,08_11_08_BA1D_JIN.xlsx
BA101,Exposición docente,08_11_09,08_11_09_BA101_GP.xlsx,08_11_09_BA1D_JIN.xlsx
AB103,Exposición docente,08_15_01,08_15_01_AB103_MAC.xlsx,08_15_01_AB1D_GP.xlsx
AB105,Exposición docente,08_15_01,08_15_01_AB105_JIN.xlsx,08_15_01_AB1D_GP.xlsx
AB108,Dibujo/pintura,08_15_02,08_15_02_AB108_GP.xlsx,08_15_02_AB1D_JIN.xlsx
AB107,Exposición docente,08_15_03,08_15_03_AB107_JIN.xlsx,08_15_03_AB1D_GP.xlsx
AB109,Exposición docente,08_15_04,08_15_04_AB109_GP.xlsx,08_15_04_AB1D_JIN.xlsx
AB202,Exposición docente,08_15_05,08_15_05_AB202_JIN.xlsx,08_15_05_AB2D_GP.xlsx
AB204,Juego con números,08_15_06,08_15_06_AB204_JIN.xlsx,08_15_06_AB2D_GP.xlsx
AB201,Exposición docente,08_15_07,08_15_07_AB201_GP.xlsx,08_15_07_AB2D_JIN.xlsx
AB110,Exposición docente,08_15_08,08_15_08_AB110_GP.xlsx,08_15_08_AB1D_JIN.xlsx
AB101,Exposición docente,08_15_09,08_15_09_AB101_GP.xlsx,08_15_09_AB1D_JIN.xlsx
AA103,Exposición docente,08_16_01,08_16_01_AA103_JIN.xlsx,08_16_01_AA1D_ZVT.xlsx
BB10,Exposición docente,08_17_01,08_17_01_BB10_GP.xlsx,08_17_01_BBD_JIN.xlsx
BB05,Lectoescritura,08_17_02,08_17_02_BB05_JDA.xlsx,08_17_02_BBD_GP.xlsx
BB10,Lectoescritura,08_17_02,08_17_02_BB10_JIN.xlsx,08_17_02_BBD_GP.xlsx
BB05,Dibujo/pintura,08_17_03,08_17_03_BB05_JIN.xlsx,08_17_03_BBD_JDA.xlsx
BB10,Dibujo/pintura,08_17_03,08_17_03_BB10_GP.xlsx,08_17_03_BBD_JDA.xlsx
BB11,Dibujo/pintura,08_17_04,08_17_04_BB11_JDA.xlsx,08_17_04_BBD_JIN.xlsx
BB02,Exposición docente,08_17_05,08_17_05_BB02_GP.xlsx,08_17_05_BBD_JIN.xlsx
BB06,Juego libre,08_17_06,08_17_06_BB06_JIN.xlsx,08_17_06_BBD_JDA.xlsx
BB12,Juego libre,08_17_06,08_17_06_BB12_GP.xlsx,08_17_06_BBD_JDA.xlsx
BA102,Exposición docente,08_18_01,08_18_01_BA102_JIN.xlsx,08_18_01_BA1D_JIN.xlsx
BA105,Lectoescritura,08_18_02,08_18_02_BA105_JIN.xlsx,08_18_02_BA1D_GP.xlsx
BA102,Lectoescritura,08_18_03,08_18_03_BA102_GP.xlsx,08_18_03_BA1D_JIN.xlsx
BA105,Exposición docente,08_18_04,08_18_04_BA105_GP.xlsx,08_18_04_BA1D_JIN.xlsx
BA102,Exposición docente,08_18_05,08_18_05_BA102_JIN.xlsx,08_18_05_BA1D_GP.xlsx
AB102,Exposición docente,08_22_01,08_22_01_AB102_JIN.xlsx,08_22_01_AB1D_JIN.xlsx
AB105,Exposición docente,08_22_02,08_22_02_AB105_MAC.xlsx,08_22_02_AB1D_JDA.xlsx
AB106,Exposición docente,08_22_02,08_22_02_AB106_JIN.xlsx,08_22_02_AB1D_JDA.xlsx
AB102,Exposición docente,08_22_03,08_22_03_AB102_JDA.xlsx,08_22_03_AB1D_MAC.xlsx
AB108,Exposición docente,08_22_03,08_22_03_AB108_JIN.xlsx,08_22_03_AB1D_MAC.xlsx
AB107,Juego con números,08_22_04,08_22_04_AB107_JDA.xlsx,08_22_04_AB1D_JIN.xlsx
AB109,Juego con números,08_22_04,08_22_04_AB109_MAC.xlsx,08_22_04_AB1D_JIN.xlsx
AB102,Juego con números,08_22_05,08_22_05_AB102_JIN.xlsx,08_22_05_AB1D_JDA.xlsx
AB110,Juego con números,08_22_05,08_22_05_AB110_MAC.xlsx,08_22_05_AB1D_JDA.xlsx
AB203,Exposición docente,08_22_06,08_22_06_AB203_JDA.xlsx,08_22_06_AB2D_MAC.xlsx
AB207,Exposición docente,08_22_06,08_22_06_AB207_JIN.xlsx,08_22_06_AB2D_MAC.xlsx
AB201,Juego con números,08_22_07,08_22_07_AB201_JIN.xlsx,08_22_07_AB2D_JDA.xlsx
AB206,Juego con números,08_22_07,08_22_07_AB206_MAC.xlsx,08_22_07_AB2D_JDA.xlsx
AB103,Exposición docente,08_22_08,08_22_08_AB103_MAC.xlsx,08_22_08_AB1D_JIN.xlsx
AB105,Exposición docente,08_22_08,08_22_08_AB105_JDA.xlsx,08_22_08_AB1D_JIN.xlsx
AB106,Exposición docente,08_22_09,08_22_09_AB106_JIN.xlsx,08_22_09_AB1D_JDA.xlsx
AB107,Exposición docente,08_22_09,08_22_09_AB107_MAC.xlsx,08_22_09_AB1D_JDA.xlsx
AB108,Juego libre,08_22_10,08_22_10_AB108_JDA.xlsx,08_22_10_AB1D_JIN.xlsx
AB109,Juego libre,08_22_10,08_22_10_AB109_MAC.xlsx,08_22_10_AB1D_JIN.xlsx
AB110,Juego libre,08_22_10,08_22_10_AB110_JIN.xlsx,08_22_10_AB1D_JIN.xlsx
BC103,Juego con números,240503_01,240503_01_BC103_LL.XLSX,240503_01_BC1D_JIN.XLSX
BC110,Juego con números,240503_02,240503_02_BC110_LL.XLSX,240503_02_BC1D_JIN.XLSX
BC104,Juego con números,240503_03,240503_03_BC104_SC.XLSX,240503_03_BC1D_JIN.XLSX
AA301,Exposición docente,240506_01,240506_01_AA301_PVM.XLSX,240506_01_AA1D_JIN.XLSX
AA302,Exposición docente,240506_01,240506_01_AA302_LL.XLSX,240506_01_AA1D_JIN.XLSX
AA304,Lectoescritura,240506_02,240506_02_AA304_PVM.XLSX,240506_02_AA1D_JIN.XLSX
AA306,Lectoescritura,240506_02,240506_02_AA306_LM.XLSX,240506_02_AA1D_JIN.XLSX
AA303,Lectoescritura,240506_03,240506_03_AA303_LM.XLSX,240506_03_AA1D_JIN.XLSX
AA305,Lectoescritura,240506_03,240506_03_AA305_PVM.XLSX,240506_03_AA1D_JIN.XLSX
AB404,Exposición docente,240507_01,240507_01_AB404_KL.XLSX,240507_01_AB4D_JIN.XLSX
BC101,Exposición docente,240510_01,240510_01_BC101_AB.XLSX,240510_01_BC1D_JIN.XLSX
BC102,Exposición docente,240510_01,240510_01_BC102_SC.XLSX,240510_01_BC1D_JIN.XLSX
BC105,Exposición docente,240510_01,240510_01_BC105_SZ.XLSX,240510_01_BC1D_JIN.XLSX
BC107,Exposición docente,240510_02,240510_02_BC107_AB.XLSX,240510_02_BC1D_JIN.XLSX
BC111,Exposición docente,240510_02,240510_02_BC111_SC.XLSX,240510_02_BC1D_JIN.XLSX
BC113,Exposición docente,240510_02,240510_02_BC113_SZ.XLSX,240510_02_BC1D_JIN.XLSX
BC104,Lectoescritura,240510_03,240510_03_BC104_SC.XLSX,240510_03_BC1D_JIN.XLSX
BC106,Lectoescritura,240510_03,240510_03_BC106_SZ.XLSX,240510_03_BC1D_JIN.XLSX
BC108,Lectoescritura,240510_03,240510_03_BC108_AB.XLSX,240510_03_BC1D_JIN.XLSX
BC108,Lectoescritura,240510_04,240510_04_BC108_SC.XLSX,240510_04_BC1D_JIN.XLSX
BC110,Lectoescritura,240510_04,240510_04_BC110_SZ.XLSX,240510_04_BC1D_JIN.XLSX
BC101,Juego libre,240510_05,240510_05_BC101_SZ.XLSX,240510_05_BC1D_JIN.XLSX
BC103,Juego libre,240510_05,240510_05_BC103_SC.XLSX,240510_05_BC1D_JIN.XLSX
BC102,Juego libre,240510_06,240510_06_BC102_AB.XLSX,240510_06_BC1D_JIN.XLSX
BC108,Juego libre,240510_06,240510_06_BC108_SZ.XLSX,240510_06_BC1D_JIN.XLSX
BC109,Juego libre,240510_06,240510_06_BC109_SC.XLSX,240510_06_BC1D_JIN.XLSX
BC102,Exposición docente,240510_07,240510_07_BC102_SZ.XLSX,240510_07_BC1D_JIN.XLSX
BC106,Exposición docente,240510_07,240510_07_BC106_AB.XLSX,240510_07_BC1D_JIN.XLSX
BC110,Exposición docente,240510_07,240510_07_BC110_SC.XLSX,240510_07_BC1D_JIN.XLSX
AA402,Exposición docente,240513_01,240513_01_AA402_LL.XLSX,240513_01_AA4D_JIN.XLSX
AA408,Exposición docente,240513_01,240513_01_AA408_LM.XLSX,240513_01_AA4D_JIN.XLSX
AA411,Exposición docente,240513_01,240513_01_AA411_PVM.XLSX,240513_01_AA4D_JIN.XLSX
AA403,Exposición docente,240513_02,240513_02_AA403_LM.XLSX,240513_02_AA4D_JIN.XLSX
AA404,Exposición docente,240513_02,240513_02_AA404_LL.XLSX,240513_02_AA4D_JIN.XLSX
AA405,Exposición docente,240513_02,240513_02_AA405_PVM.XLSX,240513_02_AA4D_JIN.XLSX
AA401,Exposición docente,240513_03,240513_03_AA401_PVM.XLSX,240513_03_AA4D_JIN.XLSX
AA406,Exposición docente,240513_03,240513_03_AA406_LM.XLSX,240513_03_AA4D_JIN.XLSX
AA407,Dibujo/pintura,240513_04,240513_04_AA407_LM.XLSX,240513_04_AA4D_JIN.XLSX
AA409,Dibujo/pintura,240513_04,240513_04_AA409_PVM.XLSX,240513_04_AA4D_JIN.XLSX
AA412,Dibujo/pintura,240513_04,240513_04_AA412_LL.XLSX,240513_04_AA4D_JIN.XLSX
AA303,Exposición docente,240513_05,240513_05_AA303_PVM.XLSX,240513_05_AA1D_JIN.XLSX
AA304,Exposición docente,240513_05,240513_05_AA304_LL.XLSX,240513_05_AA1D_JIN.XLSX
AA306,Exposición docente,240513_05,240513_05_AA306_LM.XLSX,240513_05_AA1D_JIN.XLSX
AB406,Exposición docente,240514_01,240514_01_AB406_AB.XLSX,240514_01_AA4D_JIN.XLSX
AB410,Exposición docente,240514_02,240514_02_AB410_AB.XLSX,240514_02_AB4D_JIN.XLSX
AB401,Dibujo/pintura,240514_03,240514_03_AB401_KL.XLSX,240514_03_AA4D_JIN.XLSX
AB402,Dibujo/pintura,240514_03,240514_03_AB402_AB.XLSX,240514_03_AA4D_JIN.XLSX
AB403,Dibujo/pintura,240514_04,240514_04_AB403_AB.XLSX,240514_04_AA4D_JIN.XLSX
AB405,Dibujo/pintura,240514_04,240514_04_AB405_KL.XLSX,240514_04_AA4D_JIN.XLSX
AB408,Dibujo/pintura,240514_05,240514_05_AB408_KL.XLSX,240514_05_AA4D_JIN.XLSX
AB407,Juego libre,240514_06,240514_06_AB407_KL.XLSX,240514_06_AA4D_JIN.XLSX
AB409,Juego libre,240514_06,240514_06_AB409_AB.XLSX,240514_06_AA4D_JIN.XLSX
BA301,Juego libre,240515_01,240515_01_BA301_SC.XLSX,240515_01_BA4D_JIN.XLSX
BA302,Juego libre,240515_01,240515_01_BA302_LL.XLSX,240515_01_BA4D_JIN.XLSX
BA307,Juego libre,240515_02,240515_02_BA307_LL.XLSX,240515_02_BA4D_JIN.XLSX
BA309,Juego libre,240515_02,240515_02_BA309_JF.XLSX,240515_02_BA4D_JIN.XLSX
BA316,Juego libre,240515_02,240515_02_BA316_SC.XLSX,240515_02_BA4D_JIN.XLSX
BA313,Juego libre,240515_03,240515_03_BA313_LL.XLSX,240515_03_BA4D_JIN.XLSX
BA317,Juego libre,240515_03,240515_03_BA317_SC.XLSX,240515_03_BA4D_JIN.XLSX
BA310,Juego libre,240515_04,240515_04_BA310_JF.XLSX,240515_04_BA4D_JIN.XLSX
BA311,Juego libre,240515_04,240515_04_BA311_SC.XLSX,240515_04_BA4D_JIN.XLSX
BA318,Juego libre,240515_04,240515_04_BA318_LL.XLSX,240515_04_BA4D_JIN.XLSX
BA308,Juego libre,240515_05,240515_05_BA308_SC.XLSX,240515_05_BA4D_JIN.XLSX
BA312,Juego libre,240515_05,240515_05_BA312_LL.XLSX,240515_05_BA4D_JIN.XLSX
BB206,Juego libre,240516_01,240516_01_BB206_GA.XLSX,240516_01_BBXD_JIN.XLSX
BB221,Juego libre,240516_01,240516_01_BB221_KL.XLSX,240516_01_BBXD_JIN.XLSX
BB212,Juego libre,240516_02,240516_02_BB212_KL.XLSX,240516_02_BBXD_JIN.XLSX
BB213,Juego libre,240516_02,240516_02_BB213_GA.XLSX,240516_02_BBXD_JIN.XLSX
BB203,Exposición docente,240516_03,240516_03_BB203_GA.XLSX,240516_03_BBXD_JIN.XLSX
BB215,Exposición docente,240516_03,240516_03_BB215_KL.XLSX,240516_03_BBXD_JIN.XLSX
BB202,Exposición docente,240516_04,240516_04_BB202_KL.XLSX,240516_04_BBXD_JIN.XLSX
BB208,Exposición docente,240516_04,240516_04_BB208_GA.XLSX,240516_04_BBXD_JIN.XLSX
BB205,Exposición docente,240516_05,240516_05_BB205_GA.XLSX,240516_05_BBXD_JIN.XLSX
BC109,Exposición docente,240517_01,240517_01_BC109_SZ.XLSX,240517_01_BC1D_JIN.XLSX
BC112,Exposición docente,240517_01,240517_01_BC112_SC.XLSX,240517_01_BC1D_JIN.XLSX
BC115,Exposición docente,240517_01,240517_01_BC115_AB.XLSX,240517_01_BC1D_JIN.XLSX
BC103,Exposición docente,240517_02,240517_02_BC103_SC.XLSX,240517_02_BC1D_JIN.XLSX
BC104,Exposición docente,240517_02,240517_02_BC104_SZ.XLSX,240517_02_BC1D_JIN.XLSX
BC107,Dibujo/pintura,240517_03,240517_03_BC107_SZ.XLSX,240517_03_BC1D_JIN.XLSX
BC108,Exposición docente,240517_03,240517_03_BC108_SC.XLSX,240517_03_BC1D_JIN.XLSX
BC113,Exposición docente,240517_03,240517_03_BC113_AB.XLSX,240517_03_BC1D_JIN.XLSX
BC106,Juego libre,240517_04,240517_04_BC106_SZ.XLSX,240517_04_BC1D_JIN.XLSX
BC112,Juego libre,240517_04,240517_04_BC112_AB.XLSX,240517_04_BC1D_JIN.XLSX
BC115,Juego libre,240517_04,240517_04_BC115_SC.XLSX,240517_04_BC1D_JIN.XLSX
BC107,Juego libre,240517_05,240517_05_BC107_SC.XLSX,240517_05_BC1D_JIN.XLSX
BC110,Juego libre,240517_05,240517_05_BC110_AB.XLSX,240517_05_BC1D_JIN.XLSX
BC113,Juego libre,240517_05,240517_05_BC113_SZ.XLSX,240517_05_BC1D_JIN.XLSX
AB301,Exposición docente,240521_01,240521_01_AB301_LM.XLSX,240521_01_AB6D_JIN.XLSX
AB303,Exposición docente,240521_01,240521_01_AB303_KL.XLSX,240521_01_AB6D_JIN.XLSX
AB308,Exposición docente,240521_01,240521_01_AB308_PVM.XLSX,240521_01_AB6D_JIN.XLSX
AB302,Dibujo/pintura,240521_02,240521_02_AB302_PVM.XLSX,240521_02_AB6D_JIN.XLSX
AB304,Dibujo/pintura,240521_02,240521_02_AB304_LM.XLSX,240521_02_AB6D_JIN.XLSX
AB305,Dibujo/pintura,240521_02,240521_02_AB305_KL.XLSX,240521_02_AB6D_JIN.XLSX
AB306,Dibujo/pintura,240521_03,240521_03_AB306_PVM.XLSX,240521_03_AB6D_JIN.XLSX
AB307,Dibujo/pintura,240521_03,240521_03_AB307_LM.XLSX,240521_03_AB6D_JIN.XLSX
AB315,Dibujo/pintura,240521_03,240521_03_AB315_KL.XLSX,240521_03_AB6D_JIN.XLSX
AB407,Exposición docente,240521_04,240521_04_AB407_KL.XLSX,240521_04_AB7D_JIN.XLSX
AB409,Exposición docente,240521_04,240521_04_AB409_PVM.XLSX,240521_04_AB7D_JIN.XLSX
AB404,Dibujo/pintura,240521_05,240521_05_AB404_PVM.XLSX,240521_05_AB7D_JIN.XLSX
AB406,Dibujo/pintura,240521_05,240521_05_AB406_LM.XLSX,240521_05_AB7D_JIN.XLSX
AB410,Dibujo/pintura,240521_05,240521_05_AB410_KL.XLSX,240521_05_AB7D_JIN.XLSX
AB309,Exposición docente,240521_06,240521_06_AB309_PVM.XLSX,240521_06_AB6D_JIN.XLSX
AB310,Exposición docente,240521_06,240521_06_AB310_KL.XLSX,240521_06_AB6D_JIN.XLSX
AB311,Exposición docente,240521_06,240521_06_AB311_LM.XLSX,240521_06_AB6D_JIN.XLSX
AB312,Exposición docente,240521_07,240521_07_AB312_LM.XLSX,240521_07_AB6D_JIN.XLSX
AB313,Exposición docente,240521_07,240521_07_AB313_KL.XLSX,240521_07_AB6D_JIN.XLSX
AB314,Exposición docente,240521_07,240521_07_AB314_PVM.XLSX,240521_07_AB6D_JIN.XLSX
AB301,Juego libre,240521_08,240521_08_AB301_PVM.XLSX,240521_08_AB6D_JIN.XLSX
AB303,Juego libre,240521_08,240521_08_AB303_LM.XLSX,240521_08_AB6D_JIN.XLSX
AB308,Juego libre,240521_08,240521_08_AB308_KL.XLSX,240521_08_AB6D_JIN.XLSX
BA303,Exposición docente,240522_01,240522_01_BA303_GA.XLSX,240522_01_BA5D_JIN.XLSX
BA305,Exposición docente,240522_01,240522_01_BA305_SZ.XLSX,240522_01_BA5D_JIN.XLSX
BA306,Exposición docente,240522_02,240522_02_BA306_GA.XLSX,240522_02_BA5D_JIN.XLSX
BA314,Exposición docente,240522_02,240522_02_BA314_SZ.XLSX,240522_02_BA5D_JIN.XLSX
BA301,Juego libre,240522_03,240522_03_BA301_SZ.XLSX,240522_03_BA3D_JIN.XLSX
BA302,Juego libre,240522_03,240522_03_BA302_GA.XLSX,240522_03_BA3D_JIN.XLSX
BA303,Juego libre,240522_04,240522_04_BA303_GA.XLSX,240522_04_BA3D_JIN.XLSX
BA304,Exposición docente,240522_05,240522_05_BA304_GA.XLSX,240522_05_BA3D_JIN.XLSX
BA307,Exposición docente,240522_05,240522_05_BA307_SZ.XLSX,240522_05_BA3D_JIN.XLSX
BA308,Exposición docente,240522_06,240522_06_BA308_GA.XLSX,240522_06_BA3D_JIN.XLSX
BA310,Exposición docente,240522_06,240522_06_BA310_SZ.XLSX,240522_06_BA3D_JIN.XLSX
BA309,Exposición docente,240522_07,240522_07_BA309_GA.XLSX,240522_07_BA3D_JIN.XLSX
